onset	duration	Condition Name
16	0.5	Letters Letters
19.499	0.5	ScrambledLetters ScrambledLetters
22.999	0.5	Letters Letters
24.499	0.5	ScrambledLetters ScrambledLetters
25.999	0.5	Digits Digits
29.499	0.5	ScrambledDigits ScrambledDigits
31.999	0.5	ScrambledDigits ScrambledDigits
34.499	0.5	Letters Letters
36.999	0.5	MirroredDigits MirroredDigits
38.499	0.5	Letters Letters
40.998	0.5	MirroredLetters MirroredLetters
44.498	0.5	Letters Letters
47.998	0.5	ScrambledDigits ScrambledDigits
51.498	0.5	Digits Digits
52.998	0.5	ScrambledLetters ScrambledLetters
54.498	0.5	MirroredLetters MirroredLetters
57.998	0.5	MirroredLetters MirroredLetters
61.498	0.5	ScrambledLetters ScrambledLetters
63.997	0.5	ScrambledDigits ScrambledDigits
65.497	0.5	Digits Digits
67.997	0.5	Letters Letters
69.497	0.5	MirroredDigits MirroredDigits
72.997	0.5	ScrambledLetters ScrambledLetters
76.497	0.5	MirroredLetters MirroredLetters
79.997	0.5	Digits Digits
83.497	0.5	MirroredDigits MirroredDigits
86.996	0.5	Letters Letters
90.496	0.5	MirroredLetters MirroredLetters
91.996	0.5	MirroredDigits MirroredDigits
95.496	0.5	Letters Letters
96.996	0.5	Digits Digits
100.496	0.5	Hash_Red Hash_Red
102.996	0.5	Digits Digits
105.496	0.5	MirroredDigits MirroredDigits
106.995	0.5	Digits Digits
110.495	0.5	ScrambledLetters ScrambledLetters
111.995	0.5	MirroredLetters MirroredLetters
114.495	0.5	ScrambledDigits ScrambledDigits
115.995	0.5	ScrambledLetters ScrambledLetters
119.495	0.5	Letters Letters
122.995	0.5	MirroredDigits MirroredDigits
124.495	0.5	Letters Letters
127.995	0.5	MirroredDigits MirroredDigits
131.494	0.5	ScrambledDigits ScrambledDigits
134.994	0.5	Digits Digits
138.494	0.5	MirroredLetters MirroredLetters
140.994	0.5	Hash_Red Hash_Red
142.494	0.5	Digits Digits
144.994	0.5	ScrambledLetters ScrambledLetters
146.494	0.5	Digits Digits
147.994	0.5	ScrambledLetters ScrambledLetters
150.494	0.5	Hash_Red Hash_Red
151.993	0.5	MirroredDigits MirroredDigits
154.493	0.5	ScrambledLetters ScrambledLetters
155.993	0.5	ScrambledDigits ScrambledDigits
159.493	0.5	ScrambledDigits ScrambledDigits
160.993	0.5	Digits Digits
162.493	0.5	MirroredLetters MirroredLetters
163.993	0.5	ScrambledDigits ScrambledDigits
165.493	0.5	Letters Letters
167.993	0.5	Letters Letters
170.493	0.5	Letters Letters
171.993	0.5	Digits Digits
174.492	0.5	Letters Letters
176.992	0.5	MirroredDigits MirroredDigits
178.492	0.5	ScrambledLetters ScrambledLetters
181.992	0.5	ScrambledDigits ScrambledDigits
185.492	0.5	ScrambledLetters ScrambledLetters
188.992	0.5	ScrambledLetters ScrambledLetters
191.492	0.5	ScrambledDigits ScrambledDigits
193.992	0.5	ScrambledDigits ScrambledDigits
196.492	0.5	MirroredDigits MirroredDigits
197.991	0.5	Digits Digits
201.491	0.5	MirroredLetters MirroredLetters
202.991	0.5	Letters Letters
206.491	0.5	MirroredDigits MirroredDigits
208.991	0.5	Digits Digits
210.491	0.5	MirroredDigits MirroredDigits
212.991	0.5	MirroredDigits MirroredDigits
214.491	0.5	ScrambledDigits ScrambledDigits
215.991	0.5	ScrambledDigits ScrambledDigits
218.491	0.5	Hash_Red Hash_Red
220.99	0.5	ScrambledDigits ScrambledDigits
224.49	0.5	ScrambledLetters ScrambledLetters
227.99	0.5	MirroredLetters MirroredLetters
231.49	0.5	ScrambledDigits ScrambledDigits
233.99	0.5	Letters Letters
236.49	0.5	Digits Digits
237.99	0.5	ScrambledLetters ScrambledLetters
240.49	0.5	MirroredDigits MirroredDigits
242.989	0.5	Digits Digits
245.489	0.5	MirroredLetters MirroredLetters
246.989	0.5	MirroredLetters MirroredLetters
249.489	0.5	MirroredLetters MirroredLetters
252.989	0.5	ScrambledLetters ScrambledLetters
255.489	0.5	MirroredDigits MirroredDigits
258.989	0.5	ScrambledDigits ScrambledDigits
262.489	0.5	ScrambledLetters ScrambledLetters
263.989	0.5	Hash_Red Hash_Red
267.488	0.5	MirroredDigits MirroredDigits
269.988	0.5	MirroredLetters MirroredLetters
272.488	0.5	Hash_Red Hash_Red
275.988	0.5	Letters Letters
277.488	0.5	MirroredLetters MirroredLetters
279.988	0.5	ScrambledDigits ScrambledDigits
281.488	0.5	MirroredDigits MirroredDigits
284.988	0.5	Letters Letters
286.488	0.5	MirroredDigits MirroredDigits
288.987	0.5	Digits Digits
290.487	0.5	MirroredLetters MirroredLetters
291.987	0.5	Digits Digits
294.487	0.5	ScrambledLetters ScrambledLetters
296.987	0.5	MirroredLetters MirroredLetters
298.487	0.5	MirroredLetters MirroredLetters
