onset	duration	Condition Name
16	0.5	ScrambledDigits ScrambledDigits
18.5	0.5	ScrambledDigits ScrambledDigits
19.999	0.5	Letters Letters
21.499	0.5	ScrambledDigits ScrambledDigits
23.999	0.5	MirroredLetters MirroredLetters
25.499	0.5	Digits Digits
27.999	0.5	ScrambledLetters ScrambledLetters
31.499	0.5	Hash_Red Hash_Red
33.999	0.5	Hash_Red Hash_Red
36.499	0.5	Letters Letters
39.999	0.5	MirroredDigits MirroredDigits
42.499	0.5	Letters Letters
43.999	0.5	ScrambledLetters ScrambledLetters
45.499	0.5	Hash_Red Hash_Red
46.998	0.5	MirroredDigits MirroredDigits
48.498	0.5	ScrambledLetters ScrambledLetters
51.998	0.5	MirroredLetters MirroredLetters
55.498	0.5	MirroredLetters MirroredLetters
57.998	0.5	Letters Letters
61.498	0.5	MirroredDigits MirroredDigits
64.998	0.5	MirroredDigits MirroredDigits
67.498	0.5	ScrambledDigits ScrambledDigits
70.998	0.5	Digits Digits
73.498	0.5	MirroredDigits MirroredDigits
76.997	0.5	ScrambledDigits ScrambledDigits
78.497	0.5	ScrambledDigits ScrambledDigits
80.997	0.5	ScrambledLetters ScrambledLetters
84.497	0.5	ScrambledLetters ScrambledLetters
86.997	0.5	Letters Letters
90.497	0.5	ScrambledDigits ScrambledDigits
93.997	0.5	MirroredDigits MirroredDigits
95.497	0.5	MirroredLetters MirroredLetters
97.997	0.5	MirroredLetters MirroredLetters
100.497	0.5	Digits Digits
101.997	0.5	Digits Digits
104.496	0.5	ScrambledDigits ScrambledDigits
107.996	0.5	MirroredDigits MirroredDigits
111.496	0.5	ScrambledDigits ScrambledDigits
113.996	0.5	ScrambledLetters ScrambledLetters
117.496	0.5	Digits Digits
118.996	0.5	MirroredDigits MirroredDigits
121.496	0.5	MirroredDigits MirroredDigits
124.996	0.5	Hash_Red Hash_Red
126.496	0.5	Hash_Red Hash_Red
129.996	0.5	MirroredLetters MirroredLetters
132.495	0.5	MirroredLetters MirroredLetters
134.995	0.5	MirroredLetters MirroredLetters
136.495	0.5	ScrambledDigits ScrambledDigits
138.995	0.5	ScrambledDigits ScrambledDigits
142.495	0.5	MirroredLetters MirroredLetters
145.995	0.5	Hash_Red Hash_Red
149.495	0.5	ScrambledDigits ScrambledDigits
150.995	0.5	Digits Digits
154.495	0.5	ScrambledLetters ScrambledLetters
156.995	0.5	Letters Letters
159.494	0.5	Letters Letters
160.994	0.5	ScrambledLetters ScrambledLetters
162.494	0.5	Digits Digits
165.994	0.5	ScrambledDigits ScrambledDigits
167.494	0.5	ScrambledDigits ScrambledDigits
168.994	0.5	MirroredLetters MirroredLetters
172.494	0.5	Letters Letters
173.994	0.5	Letters Letters
177.494	0.5	MirroredLetters MirroredLetters
180.994	0.5	Digits Digits
182.494	0.5	MirroredDigits MirroredDigits
184.994	0.5	MirroredLetters MirroredLetters
186.494	0.5	MirroredDigits MirroredDigits
187.993	0.5	ScrambledLetters ScrambledLetters
191.493	0.5	MirroredLetters MirroredLetters
192.993	0.5	ScrambledLetters ScrambledLetters
195.493	0.5	Digits Digits
197.993	0.5	Digits Digits
200.493	0.5	Digits Digits
203.993	0.5	MirroredLetters MirroredLetters
205.493	0.5	ScrambledLetters ScrambledLetters
207.993	0.5	MirroredDigits MirroredDigits
209.493	0.5	Digits Digits
210.993	0.5	MirroredLetters MirroredLetters
213.493	0.5	MirroredLetters MirroredLetters
214.993	0.5	Letters Letters
217.492	0.5	Letters Letters
220.992	0.5	Letters Letters
223.492	0.5	ScrambledLetters ScrambledLetters
224.992	0.5	ScrambledDigits ScrambledDigits
227.492	0.5	Digits Digits
230.992	0.5	Digits Digits
232.492	0.5	MirroredDigits MirroredDigits
233.992	0.5	ScrambledLetters ScrambledLetters
237.492	0.5	Digits Digits
240.992	0.5	MirroredDigits MirroredDigits
242.492	0.5	MirroredDigits MirroredDigits
244.991	0.5	ScrambledLetters ScrambledLetters
247.491	0.5	ScrambledDigits ScrambledDigits
248.991	0.5	ScrambledLetters ScrambledLetters
251.491	0.5	MirroredDigits MirroredDigits
254.991	0.5	ScrambledLetters ScrambledLetters
256.491	0.5	Letters Letters
259.991	0.5	Letters Letters
261.491	0.5	MirroredDigits MirroredDigits
264.991	0.5	ScrambledDigits ScrambledDigits
268.491	0.5	Letters Letters
270.991	0.5	Digits Digits
274.49	0.5	Digits Digits
276.99	0.5	Letters Letters
279.49	0.5	ScrambledLetters ScrambledLetters
280.99	0.5	MirroredLetters MirroredLetters
284.49	0.5	MirroredLetters MirroredLetters
287.99	0.5	ScrambledDigits ScrambledDigits
291.49	0.5	ScrambledLetters ScrambledLetters
292.99	0.5	MirroredDigits MirroredDigits
295.49	0.5	Digits Digits
296.99	0.5	Letters Letters
298.49	0.5	Letters Letters
