onset	duration	Condition Name
15.999	0.5	Digits Digits
18.499	0.5	Letters Letters
19.999	0.5	Digits Digits
21.499	0.5	Digits Digits
23.999	0.5	MirroredLetters MirroredLetters
27.499	0.5	MirroredDigits MirroredDigits
28.998	0.5	ScrambledLetters ScrambledLetters
32.498	0.5	Letters Letters
33.998	0.5	ScrambledDigits ScrambledDigits
37.498	0.5	ScrambledLetters ScrambledLetters
39.998	0.5	Letters Letters
42.498	0.5	ScrambledLetters ScrambledLetters
45.998	0.5	Digits Digits
47.498	0.5	MirroredLetters MirroredLetters
48.998	0.5	Digits Digits
51.497	0.5	Digits Digits
52.997	0.5	MirroredDigits MirroredDigits
56.497	0.5	ScrambledLetters ScrambledLetters
58.997	0.5	ScrambledDigits ScrambledDigits
61.497	0.5	MirroredLetters MirroredLetters
64.997	0.5	ScrambledLetters ScrambledLetters
66.497	0.5	ScrambledLetters ScrambledLetters
69.997	0.5	MirroredDigits MirroredDigits
71.497	0.5	ScrambledDigits ScrambledDigits
73.996	0.5	Letters Letters
76.496	0.5	ScrambledDigits ScrambledDigits
77.996	0.5	Digits Digits
80.496	0.5	ScrambledLetters ScrambledLetters
83.996	0.5	ScrambledDigits ScrambledDigits
87.496	0.5	Letters Letters
90.996	0.5	ScrambledDigits ScrambledDigits
93.496	0.5	Hash_Red Hash_Red
94.996	0.5	Letters Letters
98.495	0.5	ScrambledDigits ScrambledDigits
99.995	0.5	MirroredLetters MirroredLetters
101.495	0.5	ScrambledDigits ScrambledDigits
104.995	0.5	Letters Letters
108.495	0.5	MirroredDigits MirroredDigits
110.995	0.5	Hash_Red Hash_Red
114.495	0.5	ScrambledLetters ScrambledLetters
115.995	0.5	ScrambledLetters ScrambledLetters
118.495	0.5	Digits Digits
121.994	0.5	MirroredLetters MirroredLetters
125.494	0.5	MirroredDigits MirroredDigits
128.994	0.5	Hash_Red Hash_Red
131.494	0.5	MirroredDigits MirroredDigits
132.994	0.5	ScrambledLetters ScrambledLetters
135.494	0.5	Letters Letters
138.994	0.5	ScrambledDigits ScrambledDigits
141.493	0.5	MirroredDigits MirroredDigits
142.993	0.5	MirroredDigits MirroredDigits
145.493	0.5	Digits Digits
147.993	0.5	MirroredDigits MirroredDigits
150.493	0.5	Letters Letters
153.993	0.5	ScrambledDigits ScrambledDigits
155.493	0.5	Letters Letters
156.993	0.5	MirroredLetters MirroredLetters
160.493	0.5	Hash_Red Hash_Red
162.993	0.5	Letters Letters
166.492	0.5	Letters Letters
168.992	0.5	Digits Digits
172.492	0.5	Digits Digits
175.992	0.5	ScrambledLetters ScrambledLetters
177.492	0.5	MirroredDigits MirroredDigits
180.992	0.5	MirroredLetters MirroredLetters
183.492	0.5	ScrambledDigits ScrambledDigits
184.992	0.5	ScrambledDigits ScrambledDigits
187.491	0.5	MirroredDigits MirroredDigits
189.991	0.5	MirroredLetters MirroredLetters
192.491	0.5	Digits Digits
193.991	0.5	ScrambledLetters ScrambledLetters
195.491	0.5	Letters Letters
197.991	0.5	Hash_Red Hash_Red
201.491	0.5	ScrambledLetters ScrambledLetters
203.991	0.5	Digits Digits
207.491	0.5	Digits Digits
208.991	0.5	ScrambledLetters ScrambledLetters
210.49	0.5	Letters Letters
211.99	0.5	MirroredLetters MirroredLetters
213.49	0.5	MirroredDigits MirroredDigits
216.99	0.5	MirroredLetters MirroredLetters
219.49	0.5	MirroredLetters MirroredLetters
220.99	0.5	ScrambledDigits ScrambledDigits
224.49	0.5	ScrambledDigits ScrambledDigits
225.99	0.5	MirroredLetters MirroredLetters
229.49	0.5	Letters Letters
230.99	0.5	ScrambledLetters ScrambledLetters
234.489	0.5	ScrambledLetters ScrambledLetters
236.989	0.5	MirroredLetters MirroredLetters
238.489	0.5	MirroredDigits MirroredDigits
239.989	0.5	Letters Letters
242.489	0.5	MirroredLetters MirroredLetters
244.989	0.5	MirroredDigits MirroredDigits
248.489	0.5	MirroredDigits MirroredDigits
250.989	0.5	MirroredDigits MirroredDigits
252.489	0.5	ScrambledDigits ScrambledDigits
254.988	0.5	Digits Digits
256.488	0.5	ScrambledDigits ScrambledDigits
259.988	0.5	Digits Digits
263.488	0.5	MirroredLetters MirroredLetters
265.988	0.5	Hash_Red Hash_Red
267.488	0.5	MirroredLetters MirroredLetters
268.988	0.5	ScrambledLetters ScrambledLetters
272.488	0.5	Letters Letters
273.988	0.5	MirroredLetters MirroredLetters
276.488	0.5	MirroredLetters MirroredLetters
279.987	0.5	ScrambledDigits ScrambledDigits
281.487	0.5	ScrambledLetters ScrambledLetters
282.987	0.5	Digits Digits
286.487	0.5	MirroredDigits MirroredDigits
288.987	0.5	Digits Digits
291.487	0.5	ScrambledDigits ScrambledDigits
294.987	0.5	Letters Letters
297.487	0.5	MirroredDigits MirroredDigits
