onset	duration	Condition Name
16	0.5	ScrambledLetters ScrambledLetters
19.5	0.5	Letters Letters
21	0.5	MirroredDigits MirroredDigits
22.5	0.5	Letters Letters
26	0.5	ScrambledLetters ScrambledLetters
28.5	0.5	ScrambledDigits ScrambledDigits
31.999	0.5	ScrambledLetters ScrambledLetters
35.499	0.5	ScrambledDigits ScrambledDigits
36.999	0.5	ScrambledDigits ScrambledDigits
40.499	0.5	ScrambledDigits ScrambledDigits
42.999	0.5	ScrambledLetters ScrambledLetters
46.499	0.5	Digits Digits
47.999	0.5	ScrambledDigits ScrambledDigits
51.499	0.5	MirroredLetters MirroredLetters
53.998	0.5	Letters Letters
57.498	0.5	ScrambledDigits ScrambledDigits
58.998	0.5	MirroredDigits MirroredDigits
62.498	0.5	Digits Digits
63.998	0.5	Letters Letters
67.498	0.5	MirroredDigits MirroredDigits
68.998	0.5	Letters Letters
71.498	0.5	Hash_Red Hash_Red
72.998	0.5	Hash_Red Hash_Red
76.498	0.5	ScrambledDigits ScrambledDigits
77.998	0.5	Letters Letters
80.497	0.5	Digits Digits
83.997	0.5	ScrambledDigits ScrambledDigits
86.497	0.5	MirroredDigits MirroredDigits
87.997	0.5	Hash_Red Hash_Red
89.497	0.5	MirroredDigits MirroredDigits
91.997	0.5	ScrambledDigits ScrambledDigits
93.497	0.5	ScrambledDigits ScrambledDigits
95.997	0.5	Digits Digits
99.497	0.5	MirroredLetters MirroredLetters
101.997	0.5	ScrambledDigits ScrambledDigits
104.496	0.5	Letters Letters
107.996	0.5	ScrambledLetters ScrambledLetters
109.496	0.5	Digits Digits
110.996	0.5	Digits Digits
113.496	0.5	ScrambledDigits ScrambledDigits
116.996	0.5	MirroredDigits MirroredDigits
119.496	0.5	Digits Digits
121.996	0.5	ScrambledDigits ScrambledDigits
124.496	0.5	MirroredLetters MirroredLetters
126.996	0.5	ScrambledLetters ScrambledLetters
129.495	0.5	MirroredLetters MirroredLetters
131.995	0.5	MirroredLetters MirroredLetters
134.495	0.5	Letters Letters
136.995	0.5	Letters Letters
139.495	0.5	MirroredDigits MirroredDigits
142.995	0.5	Digits Digits
146.495	0.5	ScrambledLetters ScrambledLetters
149.995	0.5	ScrambledLetters ScrambledLetters
152.495	0.5	MirroredLetters MirroredLetters
153.995	0.5	MirroredDigits MirroredDigits
155.494	0.5	Letters Letters
157.994	0.5	Digits Digits
161.494	0.5	ScrambledDigits ScrambledDigits
162.994	0.5	Digits Digits
164.494	0.5	ScrambledDigits ScrambledDigits
165.994	0.5	Hash_Red Hash_Red
169.494	0.5	ScrambledLetters ScrambledLetters
170.994	0.5	MirroredLetters MirroredLetters
174.494	0.5	MirroredDigits MirroredDigits
177.994	0.5	MirroredLetters MirroredLetters
181.493	0.5	MirroredLetters MirroredLetters
182.993	0.5	MirroredDigits MirroredDigits
185.493	0.5	MirroredDigits MirroredDigits
187.993	0.5	Letters Letters
189.493	0.5	Digits Digits
190.993	0.5	MirroredLetters MirroredLetters
192.493	0.5	MirroredDigits MirroredDigits
194.993	0.5	Digits Digits
198.493	0.5	MirroredLetters MirroredLetters
201.993	0.5	ScrambledLetters ScrambledLetters
205.492	0.5	ScrambledDigits ScrambledDigits
207.992	0.5	Digits Digits
210.492	0.5	ScrambledDigits ScrambledDigits
213.992	0.5	Digits Digits
217.492	0.5	Digits Digits
219.992	0.5	Letters Letters
223.492	0.5	Letters Letters
226.992	0.5	ScrambledLetters ScrambledLetters
229.491	0.5	MirroredLetters MirroredLetters
230.991	0.5	Letters Letters
233.491	0.5	Letters Letters
234.991	0.5	ScrambledLetters ScrambledLetters
236.491	0.5	MirroredDigits MirroredDigits
237.991	0.5	MirroredDigits MirroredDigits
241.491	0.5	MirroredLetters MirroredLetters
243.991	0.5	Hash_Red Hash_Red
246.491	0.5	ScrambledLetters ScrambledLetters
249.991	0.5	MirroredLetters MirroredLetters
253.491	0.5	MirroredLetters MirroredLetters
254.99	0.5	MirroredLetters MirroredLetters
258.49	0.5	MirroredLetters MirroredLetters
259.99	0.5	Digits Digits
262.49	0.5	MirroredDigits MirroredDigits
265.99	0.5	ScrambledLetters ScrambledLetters
268.49	0.5	MirroredDigits MirroredDigits
271.99	0.5	Letters Letters
273.49	0.5	Digits Digits
274.99	0.5	ScrambledDigits ScrambledDigits
278.49	0.5	Letters Letters
279.989	0.5	MirroredDigits MirroredDigits
282.489	0.5	Letters Letters
283.989	0.5	ScrambledLetters ScrambledLetters
285.489	0.5	Digits Digits
287.989	0.5	ScrambledLetters ScrambledLetters
290.489	0.5	MirroredLetters MirroredLetters
293.989	0.5	ScrambledLetters ScrambledLetters
295.489	0.5	Hash_Red Hash_Red
297.989	0.5	ScrambledLetters ScrambledLetters
299.489	0.5	MirroredDigits MirroredDigits
